# From the ERRATUM to Garcia 2011
#Radius (km) Vp(km/s) Vs(km/s) Density(kg/cm3) Qp Qs Radius (km) Density(kg/cm) Gravity (m/s2) Pressure (GPa)
 987.1   8.03   4.57   3.404   1125.0   500.0   987.1   3.404   0.9715   3.2552
 961.7   8.04   4.57   3.406   675.0   300.0   961.7   3.406   0.9490   3.3383
 947.1   8.05   4.57   3.408   675.0   300.0   947.1   3.408   0.9361   3.3852
 927.1   8.06   4.58   3.409   675.0   300.0   927.1   3.409   0.9185   3.4484
 907.1   8.07   4.58   3.411   675.0   300.0   907.1   3.411   0.9010   3.5104
 887.1   8.08   4.58   3.413   675.0   300.0   887.1   3.413   0.8835   3.5713
 867.1   8.08   4.59   3.414   675.0   300.0   867.1   3.414   0.8662   3.6310
 847.1   8.09   4.59   3.416   675.0   300.0   847.1   3.416   0.8489   3.6896
 827.1   8.10   4.59   3.417   675.0   300.0   827.1   3.417   0.8318   3.7470
 807.1   8.11   4.60   3.419   675.0   300.0   807.1   3.419   0.8147   3.8033
 787.1   8.12   4.60   3.420   675.0   300.0   787.1   3.420   0.7978   3.8584
 767.1   8.12   4.60   3.421   675.0   300.0   767.1   3.421   0.7811   3.9124
 747.1   8.13   4.61   3.423   675.0   300.0   747.1   3.423   0.7645   3.9653
 727.1   8.14   4.61   3.424   675.0   300.0   727.1   3.424   0.7481   4.0171
 707.1   8.14   4.61   3.425   675.0   300.0   707.1   3.425   0.7320   4.0678
 687.1   8.15   4.61   3.427   675.0   300.0   687.1   3.427   0.7160   4.1174
 667.1   8.16   4.62   3.428   675.0   300.0   667.1   3.428   0.7004   4.1660
 647.1   8.16   4.62   3.429   675.0   300.0   647.1   3.429   0.6850   4.2135
 627.1   8.17   4.62   3.430   675.0   300.0   627.1   3.430   0.6700   4.2599
 607.1   8.18   4.62   3.431   675.0   300.0   607.1   3.431   0.6554   4.3054
 587.1   8.18   4.62   3.433   675.0   300.0   587.1   3.433   0.6413   4.3499
 567.1   8.19   4.63   3.434   675.0   300.0   567.1   3.434   0.6277   4.3935
 547.1   8.19   4.63   3.435   675.0   300.0   547.1   3.435   0.6147   4.4361
 527.1   8.20   4.63   3.436   675.0   300.0   527.1   3.436   0.6024   4.4780
 507.1   8.20   4.63   3.437   675.0   300.0   507.1   3.437   0.5909   4.5190
 487.1   8.21   4.63   3.438   675.0   300.0   487.1   3.438   0.5804   4.5592
 467.1   8.21   4.63   3.438   675.0   300.0   467.1   3.438   0.5710   4.5988
 447.1   8.22   4.63   3.439   675.0   300.0   447.1   3.439   0.5629   4.6378
 427.1   8.22   4.64   3.440   675.0   300.0   427.1   3.440   0.5564   4.6763
 407.1   8.23   4.64   3.441   675.0   300.0   407.1   3.441   0.5518   4.7144
 387.1   8.23   4.64   3.442   675.0   300.0   387.1   3.442   0.5495   4.7523
 380.0   8.23   4.64   3.442   675.0   300.0   380.0   3.442   0.5494   4.7657
 380.0   8.23   0.00   5.171   10000.0   10000.0   380.0   5.171   0.5494   4.7657
   0.0   8.23   0.00   5.171   10000.0   10000.0   380.0   5.171   0.5494   5.3055
